Filename,AQI,PM2.5,PM10,O3,CO,SO2,NO2,AQI_Class
BENGR_Good_2023-02-26-08.30-1-91.jpg,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
BENGR_Good_2023-02-28-08.30-1-536.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
TN_Good_2023-02-22-09.30-2-106.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
TN_Good_2023-02-23-08.30-2-231.jpg,43,21.0,36.0,10.0,410.0,15.0,13.0,a_Good
TN_Good_2023-02-21-08.30-3-41.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
TN_Good_2023-02-21-08.30-1-51.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
TN_Good_2023-02-22-09.30-2-91.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
BENGR_Good_2023-02-27-08.30-1-131.jpg,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
TN_Good_2023-02-27-16.30-2-46.jpg,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
MH_Good_2023-03-22-11.00-1-78.jpg,49,32.0,59.0,46.0,9.0,7.0,17.0,a_Good
BENGR_Good_2023-02-27-08.30-1-236.jpg,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
MH_Good_2023-03-22-18.00-1-301.jpg,47,21.0,43.0,37.0,4.0,8.0,7.0,a_Good
BENGR_Good_2023-03-25-08.30-1-42.jpg,32,13.0,32.0,31.0,219.0,10.0,20.0,a_Good
MH_Good_2023-03-22-11.00-1-358.jpg,49,32.0,59.0,46.0,9.0,7.0,17.0,a_Good
MH_Good_2023-03-23-17.00-1-218.jpg,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
BENGR_Good_2023-03-17-08.30-1-204.jpg,15,4.0,7.0,37.0,288.0,10.0,10.0,a_Good
TN_Good_2023-02-22-09.30-2-21.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
TN_Good_2023-02-22-09.30-2-196.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
TN_Good_2023-02-20-16.30-1-156.jpg,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
TN_Good_2023-02-23-08.30-2-101.jpg,43,21.0,36.0,10.0,410.0,15.0,13.0,a_Good
TN_Good_2023-02-23-08.30-1-31.jpg,43,21.0,36.0,10.0,410.0,15.0,13.0,a_Good
TN_Good_2023-02-21-08.30-3-91.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
MH_Good_2023-03-22-18.00-1-85.jpg,47,21.0,43.0,37.0,4.0,8.0,7.0,a_Good
BENGR_Good_2023-02-19-08.30-1-6.jpg,41,20.0,36.0,9.0,165.0,3.0,8.0,a_Good
BENGR_Good_2023-02-27-08.30-1-351.jpg,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
BENGR_Good_2023-03-17-08.30-1-435.jpg,15,4.0,7.0,37.0,288.0,10.0,10.0,a_Good
BENGR_Good_2023-02-28-08.30-1-266.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
TN_Good_2023-02-22-09.30-3-241.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
TN_Good_2023-02-22-09.30-3-76.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
TN_Good_2023-02-22-09.30-2-66.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
TN_Good_2023-02-20-08.30-1-35.jpg,37,37.0,28.0,22.0,1.0,22.0,5.0,a_Good
TN_Good_2023-02-27-16.30-1-66.jpg,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
BENGR_Good_2023-03-21-08.30-1-176.jpg,47,22.0,47.0,17.0,271.0,3.0,17.0,a_Good
BENGR_Good_2023-02-26-08.30-1-66.jpg,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
TN_Good_2023-03-21-08.30-1-50.jpg,27,13.0,27.0,24.0,300.0,35.0,8.0,a_Good
TN_Good_2023-02-20-16.30-2-26.jpg,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
MH_Good_2023-03-22-11.00-1-162.jpg,49,32.0,59.0,46.0,9.0,7.0,17.0,a_Good
BENGR_Good_2023-02-27-08.30-1-191.jpg,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
TN_Good_2023-02-27-16.30-1-161.jpg,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
BENGR_Good_2023-02-27-08.30-1-251.jpg,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
MH_Good_2023-03-22-18.00-1-115.jpg,47,21.0,43.0,37.0,4.0,8.0,7.0,a_Good
MH_Good_2023-03-22-18.00-1-469.jpg,47,21.0,43.0,37.0,4.0,8.0,7.0,a_Good
TN_Good_2023-02-21-08.30-1-91.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
TN_Good_2023-02-21-08.30-3-151.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
BENGR_Good_2023-02-26-08.30-1-271.jpg,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
BENGR_Good_2023-02-27-08.30-1-221.jpg,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
MH_Good_2023-03-22-11.00-1-113.jpg,49,32.0,59.0,46.0,9.0,7.0,17.0,a_Good
BENGR_Good_2023-03-17-08.30-1-372.jpg,15,4.0,7.0,37.0,288.0,10.0,10.0,a_Good
MH_Good_2023-03-23-17.00-1-183.jpg,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
TN_Good_2023-02-22-09.30-2-141.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
TN_Good_2023-02-22-09.30-3-126.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
BENGR_Good_2023-02-26-08.30-1-306.jpg,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
MH_Good_2023-03-22-11.00-1-134.jpg,49,32.0,59.0,46.0,9.0,7.0,17.0,a_Good
BENGR_Good_2023-03-21-08.30-1-239.jpg,47,22.0,47.0,17.0,271.0,3.0,17.0,a_Good
MH_Good_2023-03-22-11.00-1-106.jpg,49,32.0,59.0,46.0,9.0,7.0,17.0,a_Good
TN_Good_2023-02-20-16.30-2-56.jpg,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
BENGR_Good_2023-02-26-08.30-1-11.jpg,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
MH_Good_2023-03-22-11.00-6.jpg,49,32.0,59.0,46.0,9.0,7.0,17.0,a_Good
BENGR_Good_2023-03-21-08.30-1-295.jpg,47,22.0,47.0,17.0,271.0,3.0,17.0,a_Good
BENGR_Good_2023-02-28-08.30-1-366.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
TN_Good_2023-02-23-08.30-2-31.jpg,43,21.0,36.0,10.0,410.0,15.0,13.0,a_Good
BENGR_Good_2023-03-25-08.30-1-24.jpg,32,13.0,32.0,31.0,219.0,10.0,20.0,a_Good
TN_Good_2023-02-22-09.30-1-81.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
BENGR_Good_2023-03-17-08.30-1-99.jpg,15,4.0,7.0,37.0,288.0,10.0,10.0,a_Good
TN_Good_2023-02-21-08.30-2-166.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
TN_Good_2023-02-21-08.30-2-146.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
TN_Good_2023-02-20-08.30-1-49.jpg,37,37.0,28.0,22.0,1.0,22.0,5.0,a_Good
BENGR_Good_2023-02-19-08.30-1-14.jpg,41,20.0,36.0,9.0,165.0,3.0,8.0,a_Good
TN_Good_2023-02-22-09.30-2-191.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
BENGR_Good_2023-02-19-08.30-1-32.jpg,41,20.0,36.0,9.0,165.0,3.0,8.0,a_Good
MH_Good_2023-03-22-18.00-1-325.jpg,47,21.0,43.0,37.0,4.0,8.0,7.0,a_Good
BENGR_Good_2023-02-19-08.30-1-45.jpg,41,20.0,36.0,9.0,165.0,3.0,8.0,a_Good
TN_Good_2023-02-20-16.30-2-136.jpg,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
TN_Good_2023-02-27-16.30-1-236.jpg,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
BENGR_Good_2023-02-26-08.30-1-261.jpg,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
MH_Good_2023-03-22-18.00-1-457.jpg,47,21.0,43.0,37.0,4.0,8.0,7.0,a_Good
TN_Good_2023-02-22-09.30-2-206.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
TN_Good_2023-02-23-08.30-2-136.jpg,43,21.0,36.0,10.0,410.0,15.0,13.0,a_Good
MH_Good_2023-03-22-11.00-10.jpg,49,32.0,59.0,46.0,9.0,7.0,17.0,a_Good
BENGR_Good_2023-03-25-08.30-1-80.jpg,32,13.0,32.0,31.0,219.0,10.0,20.0,a_Good
TN_Good_2023-02-20-16.30-1-206.jpg,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
TN_Good_2023-02-22-09.30-1-261.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
BENGR_Good_2023-03-21-08.30-1-400.jpg,47,22.0,47.0,17.0,271.0,3.0,17.0,a_Good
MH_Good_2023-03-22-11.00-1-120.jpg,49,32.0,59.0,46.0,9.0,7.0,17.0,a_Good
TN_Good_2023-02-22-09.30-3-86.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
TN_Good_2023-02-23-08.30-2-156.jpg,43,21.0,36.0,10.0,410.0,15.0,13.0,a_Good
BENGR_Good_2023-03-25-08.30-1-68.jpg,32,13.0,32.0,31.0,219.0,10.0,20.0,a_Good
TN_Good_2023-02-20-08.30-1-22.jpg,37,37.0,28.0,22.0,1.0,22.0,5.0,a_Good
TN_Good_2023-02-27-16.30-1.jpg,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
BENGR_Good_2023-03-25-08.30-1-4.jpg,32,13.0,32.0,31.0,219.0,10.0,20.0,a_Good
MH_Good_2023-03-23-17.00-1-225.jpg,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
BENGR_Good_2023-02-28-08.30-1-21.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
BENGR_Good_2023-02-28-08.30-1-491.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
BENGR_Good_2023-02-27-08.30-1-246.jpg,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
TN_Good_2023-03-21-08.30-1.jpg,27,13.0,27.0,24.0,300.0,35.0,8.0,a_Good
TN_Good_2023-02-27-16.30-1-151.jpg,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
TN_Good_2023-02-21-08.30-1-96.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
TN_Good_2023-02-27-16.30-2-41.jpg,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
MH_Good_2023-03-22-18.00-1-355.jpg,47,21.0,43.0,37.0,4.0,8.0,7.0,a_Good
BENGR_Good_2023-02-26-08.30-1-56.jpg,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
MH_Good_2023-03-22-18.00-1-271.jpg,47,21.0,43.0,37.0,4.0,8.0,7.0,a_Good
MH_Good_2023-03-23-17.00-1-498.jpg,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
BENGR_Good_2023-02-27-08.30-1-306.jpg,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
MH_Good_2023-03-23-17.00-1-330.jpg,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
BENGR_Good_2023-02-28-08.30-1-361.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
BENGR_Good_2023-02-26-08.30-1-51.jpg,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
TN_Good_2023-02-22-09.30-3-81.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
BENGR_Good_2023-02-26-08.30-1-266.jpg,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
TN_Good_2023-02-27-16.30-1-46.jpg,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
TN_Good_2023-02-20-16.30-1-106.jpg,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
BENGR_Good_2023-02-27-08.30-1-341.jpg,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
BENGR_Good_2023-02-19-08.30-1-15.jpg,41,20.0,36.0,9.0,165.0,3.0,8.0,a_Good
BENGR_Good_2023-03-21-08.30-1-323.jpg,47,22.0,47.0,17.0,271.0,3.0,17.0,a_Good
BENGR_Good_2023-02-26-08.30-1-441.jpg,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
TN_Good_2023-02-21-08.30-3-116.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
TN_Good_2023-02-20-08.30-1-48.jpg,37,37.0,28.0,22.0,1.0,22.0,5.0,a_Good
TN_Good_2023-02-23-08.30-1-231.jpg,43,21.0,36.0,10.0,410.0,15.0,13.0,a_Good
TN_Good_2023-02-22-09.30-3-131.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
BENGR_Good_2023-02-28-08.30-1-261.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
BENGR_Good_2023-02-27-08.30-1-216.jpg,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
TN_Good_2023-02-20-16.30-1-81.jpg,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
TN_Good_2023-02-22-09.30-3-56.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
TN_Good_2023-02-27-16.30-1-91.jpg,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
TN_Good_2023-02-20-16.30-2-101.jpg,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
TN_Good_2023-02-22-09.30-2-61.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
BENGR_Good_2023-02-28-08.30-1-126.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
BENGR_Good_2023-03-25-08.30-1-79.jpg,32,13.0,32.0,31.0,219.0,10.0,20.0,a_Good
TN_Good_2023-02-27-16.30-1-31.jpg,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
TN_Good_2023-02-22-09.30-1-106.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
BENGR_Good_2023-03-17-08.30-1-232.jpg,15,4.0,7.0,37.0,288.0,10.0,10.0,a_Good
TN_Good_2023-02-23-08.30-2-106.jpg,43,21.0,36.0,10.0,410.0,15.0,13.0,a_Good
BENGR_Good_2023-02-26-08.30-1-401.jpg,48,24.0,47.0,17.0,210.0,13.0,14.0,a_Good
TN_Good_2023-02-20-16.30-2-196.jpg,43,22.0,40.0,33.0,226.0,33.0,6.0,a_Good
TN_Good_2023-02-21-08.30-3-96.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
BENGR_Good_2023-03-25-08.30-1-75.jpg,32,13.0,32.0,31.0,219.0,10.0,20.0,a_Good
MH_Good_2023-03-22-18.00-1-199.jpg,47,21.0,43.0,37.0,4.0,8.0,7.0,a_Good
BENGR_Good_2023-02-28-08.30-1-476.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
TN_Good_2023-02-23-08.30-1-91.jpg,43,21.0,36.0,10.0,410.0,15.0,13.0,a_Good
MH_Good_2023-03-22-11.00-1-351.jpg,49,32.0,59.0,46.0,9.0,7.0,17.0,a_Good
BENGR_Good_2023-03-17-08.30-1-407.jpg,15,4.0,7.0,37.0,288.0,10.0,10.0,a_Good
TN_Good_2023-02-27-16.30-2-56.jpg,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
TN_Good_2023-02-27-16.30-2-1.jpg,43,22.0,40.0,36.0,268.0,16.0,7.0,a_Good
TN_Good_2023-02-22-09.30-1-236.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
MH_Good_2023-03-23-17.00-1-372.jpg,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
MH_Good_2023-03-23-17.00-1-407.jpg,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
TN_Good_2023-02-21-08.30-3-161.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
TN_Good_2023-02-20-08.30-1-38.jpg,37,37.0,28.0,22.0,1.0,22.0,5.0,a_Good
BENGR_Good_2023-02-27-08.30-1-366.jpg,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
BENGR_Good_2023-02-28-08.30-1-36.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
TN_Good_2023-02-22-09.30-3-266.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
TN_Good_2023-02-22-09.30-3-46.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
BENGR_Good_2023-02-28-08.30-1-311.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
MH_Good_2023-03-23-17.00-1-8.jpg,47,14.0,41.0,35.0,6.0,5.0,7.0,a_Good
TN_Good_2023-02-21-08.30-3-51.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
MH_Good_2023-03-22-11.00-1-309.jpg,49,32.0,59.0,46.0,9.0,7.0,17.0,a_Good
BENGR_Good_2023-02-28-08.30-1-281.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
TN_Good_2023-02-21-08.30-2-96.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
TN_Good_2023-03-21-08.30-1-127.jpg,27,13.0,27.0,24.0,300.0,35.0,8.0,a_Good
BENGR_Good_2023-03-17-08.30-1-29.jpg,15,4.0,7.0,37.0,288.0,10.0,10.0,a_Good
TN_Good_2023-02-22-09.30-3-101.jpg,36,18.0,28.0,8.0,346.0,27.0,7.0,a_Good
TN_Good_2023-02-21-08.30-1-141.jpg,29,29.0,21.0,5.0,301.0,30.0,7.0,a_Good
BENGR_Good_2023-02-28-08.30-1-661.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
BENGR_Good_2023-02-27-08.30-1-311.jpg,47,24.0,46.0,19.0,216.0,8.0,14.0,a_Good
MH_Good_2023-03-22-18.00-1-61.jpg,47,21.0,43.0,37.0,4.0,8.0,7.0,a_Good
MH_Good_2023-03-22-18.00-1-67.jpg,47,21.0,43.0,37.0,4.0,8.0,7.0,a_Good
BENGR_Good_2023-02-28-08.30-1-76.jpg,37,19.0,37.0,18.0,272.0,11.0,21.0,a_Good
